period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2002-06,MA,Massachusetts,COM,commercial,,10.21,203.86056,1996.76641,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-05,MA,Massachusetts,ALL,all sectors,,9.48,386.11054,4072.20768,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-05,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-05,MA,Massachusetts,RES,residential,,10.66,139.14046,1305.67607,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-05,MA,Massachusetts,OTH,other,,12.47,6.47715,51.93558,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-05,MA,Massachusetts,IND,industrial,,7.86,64.63038,821.9619,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-05,MA,Massachusetts,COM,commercial,,9.29,175.86254,1892.63414,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-04,MA,Massachusetts,ALL,all sectors,,10.01,396.99399,3964.1767,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-04,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-04,MA,Massachusetts,RES,residential,,11.4,148.71916,1304.84068,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-04,MA,Massachusetts,OTH,other,,13.71,7.62451,55.63041,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-04,MA,Massachusetts,IND,industrial,,7.56,60.43564,799.76021,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-04,MA,Massachusetts,COM,commercial,,9.99,180.21468,1803.9454,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-03,MA,Massachusetts,ALL,all sectors,,9.78,420.79533,4301.76025,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-03,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-03,MA,Massachusetts,RES,residential,,11.1,164.09296,1478.56792,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-03,MA,Massachusetts,OTH,other,,13.21,7.64967,57.92175,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-03,MA,Massachusetts,IND,industrial,,7.96,65.0815,817.38672,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-03,MA,Massachusetts,COM,commercial,,9.44,183.97121,1947.88386,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-02,MA,Massachusetts,ALL,all sectors,,9.8,413.87072,4222.35562,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-02,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-02,MA,Massachusetts,RES,residential,,10.9,168.1448,1542.40093,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-02,MA,Massachusetts,OTH,other,,12.1,7.31667,60.44868,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-02,MA,Massachusetts,IND,industrial,,7.88,62.11311,788.62294,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-02,MA,Massachusetts,COM,commercial,,9.63,176.29614,1830.88307,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-01,MA,Massachusetts,ALL,all sectors,,10.51,475.30261,4523.60136,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-01,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-01,MA,Massachusetts,RES,residential,,11.65,195.51104,1678.02495,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-01,MA,Massachusetts,OTH,other,,13.94,8.28691,59.45977,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-01,MA,Massachusetts,IND,industrial,,8.51,69.06257,811.42225,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2002-01,MA,Massachusetts,COM,commercial,,10.25,202.44209,1974.69439,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-12,MA,Massachusetts,ALL,all sectors,,10.97,484.00221,4410.52502,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-12,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-12,MA,Massachusetts,RES,residential,,11.96,187.12274,1564.78666,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-12,MA,Massachusetts,OTH,other,,15.69,9.15592,58.34171,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-12,MA,Massachusetts,IND,industrial,,9.12,70.46997,773.0926,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-12,MA,Massachusetts,COM,commercial,,10.79,217.25359,2014.30405,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-11,MA,Massachusetts,ALL,all sectors,,11.06,446.81865,4040.47348,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-11,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-11,MA,Massachusetts,RES,residential,,12.74,167.03479,1310.85989,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-11,MA,Massachusetts,OTH,other,,16.29,9.49663,58.30756,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-11,MA,Massachusetts,IND,industrial,,8.16,64.77183,793.55085,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-11,MA,Massachusetts,COM,commercial,,10.94,205.51539,1877.75517,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-10,MA,Massachusetts,ALL,all sectors,,12.05,503.61301,4177.92854,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-10,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-10,MA,Massachusetts,RES,residential,,12.85,168.95145,1315.1991,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-10,MA,Massachusetts,OTH,other,,16.58,9.56407,57.69221,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-10,MA,Massachusetts,IND,industrial,,9.04,72.64552,803.23031,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-10,MA,Massachusetts,COM,commercial,,12.61,252.45197,2001.80692,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-09,MA,Massachusetts,ALL,all sectors,,13.03,545.95965,4190.54456,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-09,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-09,MA,Massachusetts,RES,residential,,12.97,183.40708,1414.14672,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-09,MA,Massachusetts,OTH,other,,14.68,7.97868,54.35399,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-09,MA,Massachusetts,IND,industrial,,9.74,77.26467,793.21854,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-09,MA,Massachusetts,COM,commercial,,14.38,277.30922,1928.82531,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-08,MA,Massachusetts,ALL,all sectors,,10.23,526.2766,5145.97463,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-08,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-08,MA,Massachusetts,RES,residential,,12.62,225.39979,1786.00872,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-08,MA,Massachusetts,OTH,other,,16.26,8.27522,50.87767,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-08,MA,Massachusetts,IND,industrial,,9.53,89.46842,938.57946,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-08,MA,Massachusetts,COM,commercial,,8.57,203.13317,2370.50878,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-07,MA,Massachusetts,ALL,all sectors,,13.35,615.84023,4611.46189,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-07,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-07,MA,Massachusetts,RES,residential,,13.24,211.29484,1596.44067,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-07,MA,Massachusetts,OTH,other,,15.91,7.01122,44.05846,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-07,MA,Massachusetts,IND,industrial,,10.83,89.71071,828.58981,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-07,MA,Massachusetts,COM,commercial,,14.37,307.82346,2142.37295,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-06,MA,Massachusetts,ALL,all sectors,,12.11,550.00986,4541.66346,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-06,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-06,MA,Massachusetts,RES,residential,,12.57,184.53119,1468.43349,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-06,MA,Massachusetts,OTH,other,,16.22,7.82314,48.22032,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-06,MA,Massachusetts,IND,industrial,,9.8,88.45365,902.38005,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-06,MA,Massachusetts,COM,commercial,,12.68,269.20188,2122.6296,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-05,MA,Massachusetts,ALL,all sectors,,11.45,469.15502,4097.92992,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-05,MA,Massachusetts,COM,commercial,,11.6,227.52855,1962.12597,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-05,MA,Massachusetts,IND,industrial,,9.34,78.32841,838.5801,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-05,MA,Massachusetts,OTH,other,,15.81,7.22327,45.67535,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-05,MA,Massachusetts,RES,residential,,12.47,156.07481,1251.54851,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-05,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-04,MA,Massachusetts,ALL,all sectors,,11.52,453.05578,3931.21075,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-04,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-04,MA,Massachusetts,RES,residential,,12.49,167.43977,1340.54361,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-04,MA,Massachusetts,OTH,other,,15.89,7.50494,47.23711,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-04,MA,Massachusetts,IND,industrial,,9.57,69.21561,722.90182,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-04,MA,Massachusetts,COM,commercial,,11.47,208.89546,1820.52822,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-03,MA,Massachusetts,RES,residential,,12.08,196.70326,1628.80073,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-03,MA,Massachusetts,OTH,other,,14.69,7.73141,52.63798,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-03,MA,Massachusetts,IND,industrial,,9.23,73.62825,797.51491,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-03,MA,Massachusetts,COM,commercial,,11.08,223.29954,2015.81042,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-03,MA,Massachusetts,ALL,all sectors,,11.15,501.36246,4494.76403,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-03,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-02,MA,Massachusetts,ALL,all sectors,,10.93,458.52448,4195.08441,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-02,MA,Massachusetts,COM,commercial,,10.94,200.98059,1837.95558,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-02,MA,Massachusetts,IND,industrial,,8.67,70.38907,812.01936,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-02,MA,Massachusetts,OTH,other,,14.36,7.62799,53.12251,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-02,MA,Massachusetts,RES,residential,,12.03,179.52683,1491.98696,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-02,MA,Massachusetts,TRA,transportation,,,,,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-01,MA,Massachusetts,ALL,all sectors,,10.9,507.58804,4658.51429,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-01,MA,Massachusetts,COM,commercial,,10.53,214.05919,2032.17703,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-01,MA,Massachusetts,IND,industrial,,9.32,70.20187,753.5532,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-01,MA,Massachusetts,OTH,other,,14.1,8.17752,58.00813,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
2001-01,MA,Massachusetts,RES,residential,,11.86,215.14946,1814.77594,number of customers,cents per kilowatt-hour,million dollars,million kilowatt hours
